twitter_id_from,twitter_id_to,score,label
74198348,816652616625168388,1.092816,1.0
1055685948,80612021,1.6063446,1.0
309070309,248735463,2.9889522,1.0
584012853,14275291,2.0959663,1.0
851621377,234022257,-0.19873464,1.0
303633791,1222257180,0.282395,1.0
1065995022,18632666,0.20328724,1.0
816652616625168388,237763317,1.4238499,1.0
2968451607,14135426,3.6406612,1.0
1058717720,815733290955112448,2.3438559,1.0
162069635,138770045,-0.9594964,1.0
1058917562,2930635215,-1.3025521,1.0
293131808,109287731,-0.7085761,1.0
462143773,787373558,2.0816135,1.0
20053279,1058256326,-0.32933033,1.0
231108733,1058520120,1.3491408,1.0
742735530287304704,842072478834909184,1.0447258,1.0
1060487274,17976923,2.8841558,1.0
15856366,37094727,0.6932224,1.0
234763384,813286,0.7804526,1.0
25086658,278145569,-2.6757889,1.0
1092979962,267854863,2.3922405,1.0
231108733,806906355214852096,1.508792,1.0
516880804,813286,1.5139445,1.0
2853309155,18916432,3.2466702,1.0
2964526557,17976923,2.084631,1.0
1058717720,14984637,0.56238306,1.0
240760644,237814920,1.8083466,1.0
1072467470,828977216595849216,-2.5209134,1.0
823552974253342721,2962868158,4.230869,1.0
1260172386,432771620,-0.5381316,1.0
242426145,21406834,1.150175,1.0
993153006,219429281,0.503801,1.0
823552974253342721,305216911,2.0829015,1.0
1058917562,137794015,1.5793108,1.0
240760644,15745368,1.4723016,1.0
796736612554117120,19394188,0.95838916,1.0
20053279,24735461,1.0030235,1.0
2862577383,233842454,-0.3474028,1.0
1069124515,842072478834909184,0.65421236,1.0
88806753,2962868158,2.1491017,1.0
314205957,3353670647,-1.9537948,1.0
36948268,1339931490,1.288335,1.0
242555999,29450962,1.458702,1.0
18695134,432895323,-0.9867792,1.0
231510077,163570705,1.3606414,1.0
24195214,364415553,2.7554355,1.0
29766367,219429281,1.3049463,1.0
818975124460335106,816111677917851649,0.82836115,1.0
247334603,1410590874,-0.10851395,1.0
1092979962,210926192,1.1060399,1.0
1060487274,52503751,1.2921776,1.0
231510077,584912320,0.69940984,1.0
190328374,1849261916,-1.5283799,1.0
2863210809,486694111,-0.8390909,1.0
1051446626,258900199,-1.0511271,1.0
140519774,305216911,0.828673,1.0
1480852568,225921757,-1.6912034,1.0
816652616625168388,22055226,0.488047,1.0
2929491549,19926675,1.2539285,1.0
2929491549,2861616083,-0.0627892,1.0
2253968388,2963445730,1.2246679,1.0
219429281,73303753,0.90049636,1.0
15856366,18916432,2.3547578,1.0
233693291,237348797,0.2451402,1.0
2914515430,234022257,0.260836,1.0
815966620300480514,233737858,-0.13406944,1.0
816111677917851649,22545491,-1.2872036,1.0
584012853,968650362,0.8298725,1.0
23970171,842072478834909184,-0.43720186,1.0
19682187,19682187,0.92960083,1.0
2968007206,364415553,1.6723257,1.0
2966205003,1480852568,0.6083282,1.0
14135426,24195214,2.241994,1.0
995193054,1074518754,1.2691537,1.0
404132211,199325935,1.0577701,1.0
1058520120,193732179,2.1205702,1.0
258900199,1045110018,1.7022089,1.0
15428227,237750442,-1.6380106,1.0
1055685948,946549322,0.24853718,1.0
295685416,233693291,-0.55166686,1.0
814179031956488192,78445977,0.8988675,1.0
811313565760163844,278124059,0.71754825,1.0
23124635,21269970,-0.48110592,1.0
