twitter_id_from,twitter_id_to,score,label
242426145,19394188,1.739045,1.0
1071840474,988573326376427520,-0.73794854,1.0
3044993235,1249982359,-0.28072023,1.0
818472418620608512,240812994,1.1028284,1.0
164007407,25781141,2.9393926,1.0
334894942,92186819,0.79721236,1.0
15764644,153944899,4.1173143,1.0
3026622545,237763317,-1.3817742,1.0
1072467470,31801993,1.0974573,1.0
82453460,806906355214852096,3.1806026,1.0
816157667882373120,133832049,0.20931137,1.0
18166778,2750127259,0.5965884,1.0
2932617195,17976923,0.77693856,1.0
15764644,814179031956488192,3.6848335,1.0
789244177,28599820,2.1724553,1.0
816652616625168388,2929491549,-0.44235986,1.0
2973870195,2968007206,-6.549523,1.0
90639372,946549322,-0.6662344,1.0
975200486,1089334250,0.1734724,1.0
976969338,110545675,0.4219507,1.0
1067541214671577093,1055907624,1.7168483,1.0
1068499286,56864092,1.4911927,1.0
467823431,33563161,1.6985959,1.0
432771620,1135486501,-1.1528327,1.0
58928690,58928690,-0.40573537,1.0
814179031956488192,56864092,1.5015963,1.0
250188760,15954997,-1.0588365,1.0
946549322,19394188,1.2333113,1.0
789244177,163570705,0.13773668,1.0
1077121945,3122099613,3.193266,1.0
518644221,1074412920,-1.857526,1.0
1071840474,29450962,2.3397713,1.0
19929362,219429281,0.010370731,1.0
28602948,15764644,5.303989,1.0
312134473,1077121945,4.5941124,1.0
1045110018,234014087,3.3120437,1.0
15600527,976969338,0.23999226,1.0
140519774,25781141,5.747237,1.0
15324851,811313565760163844,-0.070702314,1.0
242873057,234022257,-0.6053612,1.0
235312723,828613457020870657,2.1122904,1.0
137794015,15745368,-0.45569164,1.0
303633791,819744763020775425,-1.5909966,1.0
1135486501,1260172386,0.18308759,1.0
18061669,1068481578,-0.732002,1.0
1155335864,19394188,1.0847389,1.0
851621377,1209417007,1.1536793,1.0
814179031956488192,1249982359,1.019404,1.0
109287731,15745368,1.105225,1.0
242426145,516880804,3.3404799,1.0
823552974253342721,38254095,3.7615628,1.0
21157904,950328072,-0.11582649,1.0
305216911,247334603,0.76763713,1.0
229197216,2914515430,0.18028986,1.0
17976923,1051446626,1.3304559,1.0
161791703,796183515998068736,1.7444745,1.0
811313565760163844,939091,0.36899042,1.0
2863006655,467823431,3.5142422,1.0
15361570,193732179,-0.5667922,1.0
818948638890217473,22055226,-1.4285734,1.0
2970279814,813286,3.1867824,1.0
14135426,240812994,2.3529606,1.0
1051446626,818910970567344128,2.92312,1.0
1068481578,1074518754,-0.08342564,1.0
39249305,24745957,2.3106942,1.0
941080085121175552,76649729,-2.3349729,1.0
14275291,18696134,-1.8653207,1.0
24745957,252249233,0.7684488,1.0
249348006,818713465653051392,1.1135103,1.0
88806753,1155335864,0.63766754,1.0
2976606250,1071840474,-2.3646278,1.0
2962868158,164369297,4.798078,1.0
210926192,13218102,0.3291148,1.0
18137749,73303753,0.2523433,1.0
24745957,1051127714,1.9760181,1.0
1067541214671577093,25073877,1.4540869,1.0
13218102,799764016885329921,0.20167935,1.0
52503751,7429102,0.26688302,1.0
17800215,1209417007,3.2264862,1.0
33563161,479872233,0.82053685,1.0
14135426,970207298,1.5941035,1.0
235373000,2962868158,2.1648774,1.0
15954997,250188760,0.27004206,1.0
172858784,515822213,-0.5350838,1.0
217543151,1096059529,0.07304478,1.0
462143773,939091,1.4209896,1.0
18061669,18916432,2.4198399,1.0
22669526,2962868158,3.6781507,1.0
235373000,26637348,-1.960623,1.0
24913074,29450962,3.3081527,1.0
245451804,37920978,-2.530093,1.0
