twitter_id_from,twitter_id_to,score,label
74198348,816652616625168388,1.1368444,1.0
1055685948,80612021,1.513802,1.0
309070309,248735463,3.578244,1.0
584012853,14275291,2.0217667,1.0
851621377,234022257,-0.14578521,1.0
303633791,1222257180,0.45107937,1.0
1065995022,18632666,0.27906513,1.0
816652616625168388,237763317,1.802911,1.0
2968451607,14135426,3.6792934,1.0
1058717720,815733290955112448,2.201166,1.0
162069635,138770045,-0.6912842,1.0
1058917562,2930635215,-1.0611329,1.0
293131808,109287731,-0.70309615,1.0
462143773,787373558,2.1844084,1.0
20053279,1058256326,-0.49528408,1.0
231108733,1058520120,1.206085,1.0
742735530287304704,842072478834909184,1.216852,1.0
1060487274,17976923,2.8001783,1.0
15856366,37094727,0.8119087,1.0
234763384,813286,1.0271521,1.0
25086658,278145569,-2.4136462,1.0
1092979962,267854863,2.5130713,1.0
231108733,806906355214852096,1.6713161,1.0
516880804,813286,1.8347304,1.0
2853309155,18916432,3.3372772,1.0
2964526557,17976923,2.3601873,1.0
1058717720,14984637,0.65281796,1.0
240760644,237814920,1.7110298,1.0
1072467470,828977216595849216,-2.3496118,1.0
823552974253342721,2962868158,4.3671303,1.0
1260172386,432771620,-0.40787053,1.0
242426145,21406834,0.84701943,1.0
993153006,219429281,0.73151135,1.0
823552974253342721,305216911,2.2320135,1.0
1058917562,137794015,1.6288545,1.0
240760644,15745368,1.6522658,1.0
796736612554117120,19394188,0.5096595,1.0
20053279,24735461,1.2015772,1.0
2862577383,233842454,-0.71554816,1.0
1069124515,842072478834909184,0.7317786,1.0
88806753,2962868158,1.9841573,1.0
314205957,3353670647,-2.4276042,1.0
36948268,1339931490,1.5961943,1.0
242555999,29450962,1.3601005,1.0
18695134,432895323,-0.54837894,1.0
231510077,163570705,1.5799842,1.0
24195214,364415553,3.0939972,1.0
29766367,219429281,1.4603865,1.0
818975124460335106,816111677917851649,0.684953,1.0
247334603,1410590874,-0.1783731,1.0
1092979962,210926192,1.0602481,1.0
1060487274,52503751,1.3353298,1.0
231510077,584912320,0.6591637,1.0
190328374,1849261916,-1.0095627,1.0
2863210809,486694111,-0.62904346,1.0
1051446626,258900199,-1.2724634,1.0
140519774,305216911,1.0063231,1.0
1480852568,225921757,-1.6629673,1.0
816652616625168388,22055226,0.78279614,1.0
2929491549,19926675,1.9348872,1.0
2929491549,2861616083,0.48838067,1.0
2253968388,2963445730,1.4647837,1.0
219429281,73303753,0.8658726,1.0
15856366,18916432,2.679036,1.0
233693291,237348797,0.35672903,1.0
2914515430,234022257,0.5438967,1.0
815966620300480514,233737858,-0.27602065,1.0
816111677917851649,22545491,-1.239816,1.0
584012853,968650362,0.92025566,1.0
23970171,842072478834909184,-0.4958861,1.0
19682187,19682187,1.9881463,1.0
2968007206,364415553,2.0780964,1.0
2966205003,1480852568,1.0270336,1.0
14135426,24195214,2.1848624,1.0
995193054,1074518754,1.2809918,1.0
404132211,199325935,1.2550235,1.0
1058520120,193732179,1.7600305,1.0
258900199,1045110018,2.4197633,1.0
15428227,237750442,-2.1917083,1.0
1055685948,946549322,0.1925993,1.0
295685416,233693291,-0.44796526,1.0
814179031956488192,78445977,1.0425727,1.0
811313565760163844,278124059,0.7560947,1.0
23124635,21269970,-0.3519745,1.0
818472418620608512,1074129612,1.1921961,1.0
242555999,486694111,0.07318437,1.0
18967498,37920978,0.33883,1.0
1249982359,25073877,0.95089483,1.0
37920978,1060487274,1.8409595,1.0
18166778,88784440,0.10428715,1.0
2930635215,56864092,-0.99777174,1.0
19936673,19936673,-3.0114682,1.0
90639372,816282029276938240,2.2795641,1.0
233949261,23976316,-0.021431208,1.0
74198348,2966205003,1.4717128,1.0
817076257770835968,28602948,2.57505,1.0
1060984272,58928690,0.7917206,1.0
817076257770835968,1074129612,2.7212808,1.0
20552026,85396297,0.021591902,1.0
24745957,24913074,2.3338587,1.0
1096059529,968650362,-0.91182137,1.0
231510077,258900199,3.0641034,1.0
7429102,18061669,1.0692792,1.0
816298918468259841,29201047,2.9218385,1.0
1260172386,137794015,0.9054589,1.0
1060487274,935033864,1.5224094,1.0
1060487274,1209417007,3.3723676,1.0
462143773,2863006655,2.1154857,1.0
312134473,1260172386,1.8034835,1.0
7429102,939091,0.56879306,1.0
818975124460335106,796183515998068736,0.71885943,1.0
240812994,1074129612,2.8703926,1.0
2853309155,20053279,1.1280053,1.0
24745957,78445977,1.024116,1.0
26637348,115979444,-0.46230078,1.0
164007407,1072467470,0.319144,1.0
796736612554117120,818975124460335106,-0.70820546,1.0
2914515430,2750127259,0.11932945,1.0
242376736,18967498,0.63754153,1.0
404132211,404132211,1.0892837,1.0
935368364,888031054141022209,-1.9213593,1.0
1058051748,1065995022,-0.5319096,1.0
2847221717,2929491549,1.8504145,1.0
171598736,150078976,1.324702,1.0
22669526,164369297,2.094484,1.0
776664410,55677432,-2.5855384,1.0
2724095695,813286,1.5021813,1.0
2863006655,22669526,2.9317496,1.0
816157667882373120,1222257180,-0.2516235,1.0
462143773,815733290955112448,3.280266,1.0
819744763020775425,137794015,2.187639,1.0
838462994,237299871,-0.16493225,1.0
462143773,242426145,2.4454124,1.0
