user_id	mentioned	count
19926675	1249982359	1
19926675	110545675	3
19926675	816705409486618624	1
19926675	1089334250	1
19926675	17976923	3
19926675	19394188	1
19926675	23976316	1
19926675	2847221717	1
19926675	799764016885329921	1
19926675	237299871	1
19926675	2966205003	1
19926675	32010840	2
19926675	829782369670410240	1
19926675	18906561	3
19926675	442824717	1
19926675	124224165	1
19926675	25781141	1
19926675	31801993	1
323490669	18805303	2
323490669	296245061	2
323490669	28267055	1
323490669	25073877	6
323490669	323490669	7
323490669	818910970567344128	1
323490669	18061669	1
323490669	1249982359	1
323490669	26062385	1
323490669	600463589	1
323490669	88784440	1
323490669	10615232	1
323490669	5558312	1
323490669	382791093	1
323490669	18632666	1
323490669	19394188	3
323490669	216881337	1
323490669	21111098	1
323490669	15745368	3
323490669	193794406	1
164369297	25073877	301
164369297	479872233	3
164369297	164369297	53
164369297	240812994	16
164369297	11522502	1
164369297	15764644	14
164369297	231510077	1
164369297	17494010	6
164369297	1051127714	3
164369297	2970462034	4
164369297	72198806	10
164369297	970207298	14
164369297	2970279814	2
164369297	21406834	3
164369297	467823431	9
164369297	258900199	26
164369297	1249982359	8
164369297	819744763020775425	3
164369297	28602948	6
164369297	221792092	6
164369297	164007407	5
164369297	48117116	3
164369297	823552974253342721	2
164369297	18695134	1
164369297	3044993235	2
164369297	249410485	1
164369297	33563161	18
164369297	815733290955112448	8
164369297	309070309	2
164369297	1531521632	1
164369297	1240107944	1
164369297	237750442	1
164369297	827258161841135623	2
164369297	36948268	10
164369297	248495200	1
164369297	36686040	2
164369297	168502762	1
164369297	819992522109894658	1
164369297	756123897783808000	1
164369297	13218102	1
164369297	828613457020870657	15
164369297	278124059	2
164369297	248735463	1
164369297	193732179	3
164369297	161791703	1
164369297	1058717720	1
164369297	18916432	19
164369297	50452197	1
164369297	312134473	1
164369297	2724095695	2
164369297	80612021	1
164369297	1074129612	1
164369297	787373558	1
164369297	247334603	1
164369297	515822213	1
164369297	888031054141022209	10
164369297	19394188	1
164369297	956283913835614208	3
164369297	2916086925	2
164369297	24745957	1
164369297	29501253	2
164369297	817076257770835968	13
164369297	829782369670410240	1
164369297	231108733	1
164369297	90639372	1
164369297	31801993	1
164369297	815985039485837312	1
164369297	935148134505828353	3
164369297	82453460	4
164369297	986781648	1
164369297	140519774	3
164369297	1055907624	1
164369297	818713465653051392	4
164369297	1222257180	1
164369297	2371339658	1
164369297	236279233	1
164369297	242426145	1
164369297	22669526	1
164369297	1045110018	1
164369297	813286	1
164369297	18696134	2
164369297	29450962	1
164369297	39249305	1
164369297	2962868158	1
164369297	442824717	1
164369297	37920978	1
164369297	63169388	1
164369297	796183515998068736	1
164369297	58928690	1
85726335	33537967	15
85726335	20747881	1
85726335	85726335	37
85726335	47724293	4
85726335	813286	5
85726335	25073877	3
85726335	216776631	2
85726335	820830366713991168	1
85726335	14135426	4
85726335	855240223432769538	1
85726335	970207298	1
85726335	171968009	1
85726335	115676070	3
85726335	4797361833	1
85726335	1339835893	1
85726335	29450962	1
85726335	939091	1
85726335	18166778	1
85726335	510516465	1
1499993378	975200486	4
1499993378	22523087	1
1499993378	1058345042	1
1499993378	19394188	2
1499993378	432895323	1
1499993378	217543151	3
1499993378	1499993378	11
1499993378	216881337	7
1499993378	291756142	5
1499993378	862405301693296640	4
1499993378	818948638890217473	2
1499993378	233842454	5
1499993378	250188760	1
1499993378	267938462	1
1499993378	18166778	4
1499993378	162069635	1
1499993378	381152398	1
1499993378	17494010	1
1499993378	1209417007	1
1499993378	963480595	3
1499993378	827258161841135623	1
1499993378	817138492614524928	2
1499993378	25073877	6
1499993378	14984637	1
1499993378	248735463	1
1499993378	2914515430	1
1499993378	74198348	1
1499993378	242426145	2
1499993378	18906561	2
1499993378	18916432	1
1499993378	1074480192	1
1499993378	234022257	1
1499993378	2861616083	1
1499993378	246341769	2
1499993378	240760644	1
1499993378	22055226	1
1499993378	235312723	1
1499993378	30216513	1
1499993378	225921757	1
1499993378	1305596696	1
1499993378	18566912	1
1499993378	237348797	9
1499993378	15745368	1
1499993378	48117116	1
1499993378	17544524	1
1499993378	229197216	1
1499993378	1071900114	1
19929362	28599820	1
19929362	1209417007	3
19929362	210926192	3
19929362	25073877	4
19929362	16056306	1
19929362	39249305	2
19929362	22195441	1
19929362	19926675	3
19929362	29450962	1
19929362	818910970567344128	3
19929362	24735461	4
19929362	829782369670410240	1
19929362	18906561	4
19929362	161743731	2
19929362	32010840	2
19929362	15751083	6
19929362	18916432	5
19929362	26424123	1
19929362	74198348	2
19929362	1077446982	1
19929362	237312687	1
19929362	15600527	1
19929362	124224165	2
19929362	19929362	32
19929362	2970279814	1
19929362	254082173	1
19929362	3044993235	1
19929362	295685416	1
19929362	1060370282	1
19929362	1883356866	1
19929362	1058051748	1
19929362	22055226	2
19929362	1074480192	2
19929362	88784440	1
19929362	234822928	1
19929362	168502762	1
19929362	23976316	2
19929362	18566912	1
19929362	18030431	1
23600262	231510077	4
23600262	18137749	8
23600262	787373558	3
23600262	2962868158	12
23600262	806906355214852096	12
23600262	823552974253342721	2
23600262	23600262	22
23600262	15764644	5
23600262	558769636	2
23600262	78445977	7
23600262	816298918468259841	2
23600262	1051127714	3
23600262	22669526	2
23600262	193732179	1
23600262	232992031	1
23600262	14984637	2
23600262	516880804	2
23600262	3122099613	1
23600262	816705409486618624	3
23600262	2968007206	2
23600262	50452197	1
23600262	404132211	1
23600262	942156122	2
23600262	818713465653051392	1
23600262	305620929	2
23600262	1074129612	2
23600262	164369297	1
23600262	36686040	1
23600262	432676344	2
23600262	80612021	1
23600262	18909919	1
23600262	19318314	1
23600262	1155335864	1
23600262	2724095695	1
23600262	252249233	2
23600262	140519774	6
23600262	1080509366	1
23600262	153486399	1
23600262	814179031956488192	2
23600262	85396297	1
23600262	432771620	2
23600262	153944899	2
23600262	39249305	2
23600262	3044993235	1
23600262	796183515998068736	2
23600262	305216911	1
23600262	58928690	1
23600262	1083448909	2
23600262	242426145	1
23600262	442824717	2
23600262	312134473	1
23600262	84119348	1
23600262	1260172386	1
23600262	815985039485837312	2
23600262	789244177	2
23600262	249348006	1
23600262	2371339658	1
23600262	156333623	1
23600262	815733290955112448	1
23600262	818472418620608512	1
23600262	1009269193	1
23600262	267938462	1
23600262	2433737761	2
23600262	31801993	1
23600262	796736612554117120	2
23600262	56864092	7
23600262	29501253	3
23600262	381152398	1
23600262	82453460	1
23600262	303861808	2
23600262	164007407	1
23600262	1077121945	1
23600262	2966570782	2
23600262	28602948	1
23600262	29450962	4
23600262	24745957	1
23600262	1045110018	2
23600262	1058917562	1
23600262	74508260	1
23600262	155669457	2
23600262	236279233	2
23600262	258900199	2
23600262	2970462034	1
23600262	364415553	1
23600262	24195214	1
23600262	2968451607	1
23600262	137794015	2
23600262	581141508	1
23600262	248735463	9
23600262	1055730738	1
23600262	162069635	1
23600262	240812994	1
23600262	33576489	2
23600262	926446070812602371	1
23600262	1410590874	1
23600262	234014087	2
23600262	267854863	5
23600262	13491312	2
23600262	161791703	1
23600262	33563161	8
23600262	30216513	2
23600262	24913074	4
23600262	1037321378	1
23600262	168502762	1
23600262	2863006655	2
23600262	1072467470	1
23600262	816181091673448448	1
23600262	385429543	1
23600262	161411080	2
23600262	1135486501	1
23600262	239949176	1
23600262	1092979962	2
23600262	199325935	1
23600262	776664410	1
23600262	28599820	1
23600262	995193054	1
23600262	3018670151	1
23600262	836305915452272641	1
23600262	1068499286	1
23600262	18696134	1
23600262	247334603	3
23600262	1222257180	1
23600262	1074480192	9
23600262	242836537	3
23600262	1155212191	2
23600262	963480595	8
23600262	2966205003	1
23600262	2861616083	15
23600262	18695134	1
23600262	278124059	4
23600262	15745368	27
23600262	818460870573441028	11
23600262	221792092	2
23600262	60828944	1
23600262	217543151	1
23600262	92186819	1
23600262	17494010	1
23600262	26637348	1
23600262	518644221	1
23600262	960962340	6
23600262	816157667882373120	1
23600262	18916432	9
23600262	1058520120	1
23600262	237348797	3
23600262	88784440	7
23600262	63169388	1
23600262	2970279814	1
23600262	1055907624	1
23600262	1058717720	1
23600262	38254095	1
23600262	22509548	1
23600262	262756641	1
23600262	234057152	1
23600262	264219447	1
23600262	225921757	5
23600262	48117116	1
23600262	25073877	1
23600262	975200486	7
23600262	242376736	1
23600262	237299871	1
23600262	1209417007	2
23600262	249787913	9
23600262	29766367	1
23600262	15954997	1
23600262	17800215	3
23600262	970207298	1
23600262	150078976	3
23600262	1289319271	1
23600262	233737858	7
23600262	88806753	1
23600262	245451804	1
23600262	1305596696	2
23600262	2965083477	2
23600262	813286	1
23600262	2933760046	2
23600262	229197216	2
23600262	234822928	1
23600262	1249982359	1
23600262	22055226	1
23600262	109071031	1
23600262	172858784	1
1083448909	153486399	2
1083448909	168502762	1
1083448909	210926192	4
1083448909	80612021	1
1083448909	82453460	1
1083448909	19318314	1
1083448909	156333623	1
1083448909	25073877	24
1083448909	988573326376427520	1
1083448909	231510077	2
1083448909	836305915452272641	1
1083448909	17494010	4
1083448909	36948268	1
1083448909	1209417007	2
1083448909	13218102	1
1083448909	808416682972770304	1
1083448909	19394188	1
1083448909	15745368	1
1083448909	20597460	1
1083448909	818536152588238849	3
1083448909	18916432	1
1083448909	48117116	2
1083448909	140519774	2
1083448909	479872233	1
1083448909	1074129612	1
1083448909	2963445730	1
1083448909	432771620	1
1083448909	813286	2
1083448909	1083448909	2
1083448909	1222257180	2
1083448909	26424123	1
1083448909	258900199	1
1083448909	18277655	1
1083448909	818910970567344128	1
1083448909	18906561	1
1083448909	28602948	1
193732179	29450962	12
193732179	25073877	21
193732179	2966765501	2
193732179	29201047	5
193732179	935148134505828353	1
193732179	48117116	3
193732179	1209417007	3
193732179	15764644	1
193732179	342863309	1
193732179	92186819	7
193732179	47724293	1
193732179	3044993235	1
193732179	239949176	1
193732179	74508260	3
193732179	836305915452272641	5
193732179	193732179	23
193732179	19394188	2
193732179	18916432	15
193732179	1249982359	3
193732179	150078976	3
193732179	247334603	5
193732179	266719387	1
193732179	17494010	4
193732179	248735463	5
193732179	15745368	1
193732179	1060487274	5
193732179	172858784	2
193732179	970207298	5
193732179	267938462	4
193732179	19726613	1
193732179	1058520120	1
193732179	110545675	1
193732179	862405301693296640	1
193732179	235373000	1
193732179	818910970567344128	5
193732179	37920978	2
193732179	26424123	1
193732179	479872233	8
193732179	1037321378	5
193732179	815733290955112448	2
193732179	240812994	1
193732179	3026622545	1
193732179	312134473	5
193732179	278145569	2
193732179	799764016885329921	1
193732179	813286	2
193732179	73303753	1
193732179	229197216	1
193732179	442824717	2
193732179	164369297	1
193732179	1051127714	3
193732179	1089859058	1
193732179	15808765	1
193732179	36948268	1
193732179	939091	2
193732179	995193054	3
193732179	153944899	1
193732179	2964877294	1
193732179	462143773	2
193732179	1135486501	1
193732179	171598736	1
193732179	33537967	1
193732179	21406834	1
193732179	278124059	1
193732179	137794015	1
193732179	432771620	1
193732179	381152398	1
193732179	15007149	1
193732179	22545491	1
193732179	423966076	1
193732179	1339835893	1
193732179	138770045	2
193732179	80612021	2
193732179	153486399	1
193732179	29501253	1
33563161	33563161	20
33563161	25073877	35
33563161	15764644	1
33563161	17494010	6
33563161	817076257770835968	20
33563161	21406834	1
33563161	221792092	4
33563161	988573326376427520	1
33563161	479872233	4
33563161	246341769	1
33563161	164369297	52
33563161	36948268	9
33563161	819744763020775425	3
33563161	818713465653051392	5
33563161	827258161841135623	1
33563161	467823431	9
33563161	72198806	7
33563161	970207298	2
33563161	19394188	2
33563161	248735463	4
33563161	815733290955112448	1
33563161	15954997	1
33563161	242426145	1
33563161	58928690	1
33563161	240812994	2
33563161	155669457	2
33563161	1410590874	1
33563161	140519774	1
33563161	888031054141022209	2
33563161	164007407	8
33563161	1051127714	4
33563161	258900199	5
33563161	836305915452272641	2
33563161	63169388	1
33563161	278124059	1
33563161	18695134	1
33563161	558769636	1
33563161	2962868158	1
33563161	442824717	1
33563161	18916432	3
33563161	829782369670410240	1
33563161	1209417007	2
33563161	813286	22
33563161	29450962	2
33563161	312134473	2
33563161	789244177	1
33563161	462143773	2
33563161	787373558	1
33563161	584912320	1
33563161	249348006	1
33563161	15007149	3
33563161	18696134	1
33563161	23600262	1
33563161	818910970567344128	1
33563161	939091	1
33563161	821763194372943872	1
33563161	409486555	1
33563161	33537967	2
33563161	161411080	1
19407835	935148134505828353	1
19407835	818975124460335106	2
19407835	19407835	45
19407835	31611298	1
19407835	19394188	1
19407835	828613457020870657	1
19407835	18916432	6
19407835	25073877	8
19407835	36948268	2
19407835	1289319271	1
19407835	266133081	1
19407835	13218102	1
19407835	15745368	1
19407835	63169388	1
19407835	986781648	1
19407835	20467163	1
19407835	796736612554117120	1
19407835	823552974253342721	1
19407835	252819323	1
19407835	1058917562	2
19407835	23124635	1
19407835	235217558	2
19407835	1249982359	1
19407835	20552026	5
19407835	1883356866	1
19407835	1058717720	5
19407835	237348797	1
19407835	16056306	1
19407835	2750127259	1
19407835	2970462034	5
19407835	236511574	2
19407835	584012853	1
19407835	15007149	1
19407835	1065995022	1
19407835	950328072	2
19407835	27676828	3
19407835	2962891515	1
19407835	52503751	1
19407835	1037321378	1
19407835	18277655	2
19407835	1260172386	1
19407835	242873057	2
19407835	72198806	1
19407835	813286	1
19407835	22055226	2
19407835	23600262	1
19407835	1531521632	1
19407835	432676344	1
19407835	138770045	1
19407835	29450962	1
19407835	17800215	2
19407835	242926427	1
19407835	404132211	1
19407835	211420609	1
19407835	21269970	1
19407835	17976923	5
19407835	37920978	2
19407835	18061669	1
19407835	16256269	1
19407835	18566912	2
19407835	124224165	2
19407835	237814920	1
19407835	235312723	1
19407835	17544524	1
19407835	234022257	1
19407835	23976316	1
19407835	22509548	7
19407835	74198348	1
19407835	16160352	1
19407835	15394954	1
19407835	50152441	1
19407835	15764644	1
19407835	25086658	1
19407835	18030431	1
19407835	161743731	1
19407835	15600527	1
24913074	819980276570976256	1
24913074	963480595	2
24913074	3044993235	3
24913074	15764644	4
24913074	258900199	7
24913074	140519774	2
24913074	2966570782	2
24913074	799764016885329921	2
24913074	818910970567344128	6
24913074	29450962	10
24913074	1037321378	2
24913074	2253968388	5
24913074	988573326376427520	1
24913074	31801993	2
24913074	29501253	2
24913074	26051676	1
24913074	25073877	17
24913074	23712174	5
24913074	1077121945	7
24913074	2863006655	5
24913074	1058717720	7
24913074	970207298	2
24913074	342863309	1
24913074	1249982359	5
24913074	16056306	1
24913074	239949176	1
24913074	2970279814	1
24913074	935148134505828353	2
24913074	19394188	4
24913074	18277655	2
24913074	2933760046	4
24913074	816303263586914304	1
24913074	74198348	1
24913074	956283913835614208	2
24913074	249348006	2
24913074	1055730738	3
24913074	823552974253342721	1
24913074	248735463	5
24913074	1083448909	1
24913074	818536152588238849	1
24913074	18916432	18
24913074	24913074	11
24913074	48117116	2
24913074	26424123	4
24913074	935368364	3
24913074	432676344	3
24913074	3353670647	1
24913074	808416682972770304	2
24913074	39249305	1
24913074	827258161841135623	2
24913074	278124059	1
24913074	1058520120	2
24913074	486694111	1
24913074	193794406	1
24913074	581141508	1
24913074	2962868158	3
24913074	1074101017	3
24913074	137794015	2
24913074	296361085	1
24913074	993153006	1
24913074	2966205003	1
24913074	58928690	1
24913074	2914163523	1
24913074	267938462	3
24913074	806906355214852096	1
24913074	247334603	3
24913074	17896154	1
24913074	36686040	1
24913074	72198806	8
24913074	171968009	1
24913074	237750442	1
24913074	73303753	5
24913074	816181091673448448	1
24913074	248495200	1
24913074	334894942	1
24913074	462143773	3
24913074	14984637	1
24913074	432771620	1
24913074	976969338	2
24913074	1209417007	2
24913074	2382685057	2
24913074	18695134	1
24913074	826065858548133888	1
24913074	252819323	1
24913074	26778110	1
24913074	75364211	2
24913074	939091	7
24913074	23124635	1
24913074	242376736	1
24913074	15600527	1
24913074	17800215	2
24913074	232992031	1
24913074	164007407	1
24913074	24195214	1
24913074	950783972	1
24913074	18906561	1
24913074	2968007206	1
24913074	18137749	1
24913074	15954997	1
24913074	558769636	1
24913074	250188760	1
24913074	10615232	1
24913074	821769014691168256	1
24913074	23970171	2
24913074	1074129612	1
24913074	109287731	1
24913074	813286	4
24913074	18909919	1
