user_id	reply_to	count
42467881	464854839	1
42467881	60783724	1
42467881	14940354	3
17826349	141376562	1
17826349	1074480192	1
17826349	78523300	1
17826349	47747074	1
17826349	38021361	1
17826349	17850012	21
17826349	14480769	2
17826349	20958510	1
17826349	17826349	2
17826349	19805496	4
17826349	15641893	1
17826349	18280993	2
17826349	678083	3
17826349	10326832	2
17826349	19575430	2
17826349	16814727	1
15729207	15729207	2
61866666	25073877	2
61866666	2353605901	1
61866666	36529101	1
61866666	232901331	1
61866666	78523300	5
61866666	15764644	1
294126378	294126378	108
294126378	10615232	2
24380236	1339835893	1
24380236	56838279	3
24380236	502067536	1
24380236	153537164	1
24380236	127050602	2
66061133	18166778	1
66061133	30354991	1
20710226	20710226	10
20710226	4541535439	1
20710226	16459183	1
20710226	14413466	2
20710226	204599219	1
20710226	74241914	1
20710226	110791737	1
20710226	436925910	1
20710226	24789175	1
20710226	32625968	2
20710226	14855994	3
20710226	27511061	1
20710226	21348880	1
20710226	48388417	1
20710226	14680596	1
20710226	243639047	2
161743731	161743731	65
16778147	16778147	111
16778147	21212087	3
16778147	18464266	2
16778147	2400284491	1
16778147	14190948	1
16778147	20097201	1
16778147	216881337	1
16778147	15745368	4
16778147	170861207	6
16778147	23176276	3
16778147	44945327	1
16778147	18916432	1
16778147	214622133	7
16778147	634734888	4
16778147	43412697	3
16778147	129679132	2
16778147	48117116	2
16778147	18005085	1
16778147	27782837	1
16778147	61263431	1
16778147	16056306	1
16778147	288363743	1
16778147	14982804	1
16778147	51462013	1
16778147	48120914	1
16778147	254873869	3
16778147	407396556	2
16778147	24024778	2
16778147	19724884	1
16778147	432895323	1
16778147	806862084277407744	1
16778147	30364057	1
16778147	25177918	1
16778147	29417304	4
16778147	25073877	12
16778147	17494010	1
16778147	29501253	1
16778147	11640472	1
16778147	87271106	1
16778147	2316383071	2
16778147	17466132	1
16778147	3817401	2
16778147	7855062	1
16778147	350336411	1
16778147	150078976	1
16778147	233737858	1
16778147	69004966	1
16778147	164554364	1
16778147	1074480192	1
16778147	14260960	1
16778147	234469322	1
17564591	17564591	3
17564591	2467720274	1
17564591	603025587	1
19923887	76715323	1
19923887	19923887	3
15467492	20188834	1
15467492	17564591	1
15467492	4388251	2
15467492	14078808	1
15467492	14828860	1
15467492	19686924	1
15467492	14091360	1
15467492	14728168	2
15467492	13023332	2
15467492	17611447	1
15467492	15661604	2
180880414	19785811	1
180880414	15567780	1
22545452	18496709	1
1270350900	834069080	2
1270350900	78523300	3
1270350900	1270350900	23
1270350900	237845487	1
1270350900	963480595	1
1270350900	593700012	3
1270350900	47747074	1
1270350900	122533830	1
1270350900	449588356	1
1270350900	18978610	1
1270350900	88784440	2
1270350900	216881337	1
1270350900	18916432	2
1270350900	21157904	1
1270350900	469194846	1
1270350900	252398355	1
1270350900	91156911	1
1270350900	432895323	1
1270350900	1499993378	1
1270350900	25073877	1
22545491	22545491	40
1480852568	16788831	2
1480852568	38445467	2
1480852568	1480852568	18
1480852568	12612432	2
1480852568	14335332	1
1480852568	19785811	1
1480852568	7730052	2
1480852568	16570928	1
1480852568	21348880	1
1480852568	64088396	1
1480852568	26283307	1
1480852568	14184699	1
1480852568	107441863	1
1480852568	53606937	1
1480852568	1759181	1
1480852568	28340001	1
1480852568	6797952	1
1480852568	80136311	1
15729760	15729760	2
15729760	16175706	1
15729760	15882292	1
15729760	5520952	1
15729760	189474615	1
15729784	15729784	14
15729784	14728168	1
15729784	95463107	2
15729784	16930489	1
15729784	12612432	1
85460092	85460092	87
85460092	16041234	9
85460092	5763262	1
85460092	225265639	1
85460092	370113964	1
85460092	818948638890217473	1
85460092	2863996955	1
85460092	17494010	1
85460092	34643610	1
85460092	24733117	5
85460092	30354991	3
85460092	37438284	1
85460092	33537967	1
85460092	27493883	3
85460092	14247236	1
85460092	1339835893	1
85460092	47475039	1
85460092	432895323	2
85460092	616737225	1
85460092	22187085	1
85460092	14940354	2
85460092	3223426134	1
85460092	323599188	1
85460092	29501253	2
85460092	239548513	2
85460092	4091551984	2
85460092	36686040	1
85460092	28162211	1
85460092	233842454	1
85460092	29221344	1
85460092	810590628727914496	1
85460092	887418059501305858	1
85460092	970207298	2
85460092	435331179	1
85460092	830908366377611266	1
85460092	360285166	1
85460092	17580892	1
85460092	230217212	1
85460092	36711022	1
85460092	21728303	1
85460092	15741263	1
85460092	164554364	1
85460092	1216789842	1
41419913	23283299	7
41419913	52762044	1
41419913	26283896	1
41419913	15632626	1
41419913	19007230	4
41419913	115031109	6
41419913	15024479	2
41419913	22159063	4
41419913	19379989	6
595854486	595854486	10
78644380	78644380	12
1186	1186	360
1186	5763262	2
1186	12	3
1186	4488	1
1186	13	1
1186	19312115	3
1186	183749519	1
1186	4999	2
1186	11740902	1
1186	840751	1
1186	57487222	1
15467700	15467700	383
15467700	151921529	1
15467700	16076032	1
15467700	2030711	3
15467700	16431311	1
15467700	46877654	2
15467700	755113	3
15467700	94013297	1
15467700	247410609	1
15467700	4091551984	1
15467700	2447662261	3
15467700	2155397910	1
15467700	16376937	2
15467700	188793260	1
15729844	254873869	5
15729844	755113	8
15729844	15729844	396
15729844	19086859	1
15729844	18382184	2
15729844	377778216	1
15729844	41154223	6
15729844	783792992	3
15729844	435331179	1
15729844	25073877	30
15729844	248482567	5
15729844	343041182	1
15729844	21406834	1
15729844	18810140	3
15729844	188793260	1
15729844	165944767	5
15729844	239509917	1
15729844	2353605901	3
15729844	14190948	5
15729844	47747074	10
15729844	15268600	1
15729844	27075032	3
15729844	41012191	1
15729844	17119688	4
15729844	300642262	3
15729844	9669542	1
15729844	334385278	2
15729844	47475039	1
15729844	15728161	1
15729844	432895323	3
15729844	323599188	4
15729844	71048726	1
15729844	26239721	1
15729844	33750798	1
15729844	17060020	2
15729844	4970411	1
15729844	7848212	1
15729844	1051396218	1
15729844	16056306	4
15729844	1078693601356509184	1
15729844	25704351	1
15729844	32168059	1
15729844	69004966	1
15729844	15978412	2
15729844	24965555	1
15729844	14855994	3
15729844	73303753	1
15729844	394724132	5
15729844	241201438	1
15729844	1880725393	1
15729844	72198806	1
15729844	150135224	2
15729844	226963044	2
15729844	183767243	1
15729844	34371118	1
15729844	14184699	1
15729844	248884036	1
15729844	240107748	1
15729844	1392818958	1
15729844	465046121	1
15729844	48117116	1
15729844	12	1
15729844	91882544	1
15729844	356885109	1
15729844	29417304	1
15729844	1428659995	1
15729844	1249982359	1
15729844	771152516	1
15729844	225265639	1
15729844	547114168	1
15729844	18533219	1
15729844	7860902	1
461112527	461112527	119
461112527	822191111414444034	2
461112527	27922157	1
461112527	829782369670410240	2
461112527	37730129	1
461112527	16068266	1
461112527	215207998	1
461112527	49457533	1
461112527	18083519	1
461112527	15515169	1
461112527	25073877	1
461112527	15248550	1
1376781518	1376781518	8
1376781518	130254641	2
1376781518	1383296672	7
1255408861	1255408861	16
1255408861	151921529	1
1255408861	20651841	1
2884931	2884931	80
2884931	17654451	1
2884931	57120672	1
2884931	322742783	3
2884931	15728161	1
2884931	716813053	2
2884931	47475039	1
2884931	1626294277	2
2884931	452521774	2
2884931	4099171	2
2884931	300642262	2
2884931	31058145	1
2884931	20800328	1
2884931	603025587	1
2884931	30451813	2
2884931	427515851	1
2884931	7212562	1
2884931	16056306	1
2884931	25073877	2
2884931	34036358	1
2884931	432895323	1
2884931	4970411	1
2884931	2056361	1
2884931	239509917	2
2884931	47747074	1
2884931	723613712783908865	1
2884931	55790584	1
2884931	3817401	1
238814560	21100400	3
238814560	238814560	2
238814560	264025526	1
146539877	78523300	16
146539877	29501253	10
146539877	146539877	7
146539877	14982804	3
146539877	37039388	1
146539877	261749735	1
146539877	25073877	23
146539877	19211550	1
146539877	7429102	1
146539877	23176276	1
146539877	1078693601356509184	1
146539877	28096105	1
146539877	2334193741	4
146539877	16873455	1
146539877	22187085	3
146539877	16153562	1
146539877	46213956	1
146539877	942156122	1
146539877	783792992	2
146539877	892219807	1
146539877	18916432	6
146539877	18166778	1
146539877	1339835893	6
146539877	19502995	3
146539877	232901331	1
146539877	755113	1
146539877	18124790	1
146539877	13804112	1
146539877	201923339	1
146539877	3333055535	1
146539877	150078976	1
146539877	830908366377611266	1
146539877	271725689	1
146539877	813286	1
146539877	30973	2
146539877	133832049	1
146539877	292929271	4
146539877	484129385	1
146539877	12612432	1
146539877	248884036	1
146539877	232268199	2
146539877	14190948	1
146539877	55948054	1
146539877	15952856	1
146539877	910492003359760384	3
146539877	14247236	2
146539877	17494010	4
146539877	55338739	1
146539877	26053643	2
146539877	48117116	1
146539877	18228898	3
146539877	18170896	1
146539877	122533830	1
146539877	285252127	2
146539877	755835576	2
146539877	14230524	1
146539877	19394188	1
146539877	18061669	1
146539877	761167885720956929	3
146539877	10252962	1
146539877	1249982359	1
146539877	1051396218	1
146539877	949934436	2
146539877	15745368	1
146539877	474401963	2
146539877	16228398	1
146539877	1428659995	4
146539877	21906070	1
146539877	131538331	2
146539877	39008044	1
146539877	216776631	1
146539877	715044396	1
146539877	2715149515	2
218367339	216881337	2
218367339	46479416	1
218367339	468646961	1
218367339	25073877	5
218367339	165586474	1
218367339	218367339	2
218367339	18277655	1
218367339	24026381	2
218367339	233842454	5
218367339	138770045	1
218367339	19426551	1
218367339	26742630	4
218367339	179245596	8
218367339	49140008	5
218367339	93241358	3
218367339	494583213	1
218367339	22956220	2
218367339	28587919	1
218367339	16228398	3
218367339	813286	3
218367339	113758100	1
218367339	299373263	1
218367339	83462293	1
218367339	44397959	2
218367339	64088396	1
218367339	469194846	1
218367339	35777497	7
218367339	39275966	1
218367339	18280993	1
25429371	25429371	8
21759359	18967418	1
21759359	417631044	1
21759359	16007460	1
21759359	21759359	44
21759359	20786801	1
21759359	14882554	1
21759359	23281108	2
21759359	23728471	1
21759359	64088396	6
21759359	292929271	2
21759359	1759181	1
21759359	235196204	1
21759359	17466132	2
21759359	21867341	1
21759359	77852581	1
21759359	262756641	1
21759359	15745368	3
21759359	255347566	1
21759359	15952856	1
21759359	24002724	1
21759359	634734888	5
21759359	219429281	1
21759359	41019773	4
21759359	18978553	8
21759359	149913262	3
21759359	37291805	1
21759359	69641276	1
21759359	123322294	1
21759359	3223426134	1
21759359	21704949	2
21759359	1405493413	4
21759359	439717095	1
21759359	21536398	1
21759359	1507338108	1
21759359	150281740	11
21759359	14348157	3
21759359	499073990	2
21759359	21878635	1
21759359	47747074	1
21759359	107433523	1
21759359	46213956	1
21759359	12612432	15
21759359	616737225	1
21759359	29501253	1
21759359	705706292	1
21759359	61824637	1
21759359	259001548	1
21759359	191589342	1
21759359	18766459	1
21759359	233842454	2
21759359	21348880	1
21759359	248884036	1
21759359	65106660	1
21759359	24236494	1
21759359	815733290955112448	1
21759359	7855062	1
21759359	269375709	5
21759359	225265639	3
21759359	786309892990574592	1
21759359	16930489	2
21759359	309354920	1
21759359	38021361	3
21759359	19173787	6
21759359	36529101	1
21759359	18916432	3
21759359	1408003598	1
21759359	55948054	1
21759359	18005085	4
21759359	468646961	1
21759359	25429371	1
21759359	203226736	1
21759359	232901331	1
21759359	168531961	2
21759359	132496568	1
21759359	38497702	1
21759359	23176276	1
21759359	72198806	1
21759359	34643610	1
21759359	340997626	1
21759359	15741036	2
21759359	23534104	9
21759359	15588104	1
21759359	103130238	3
21759359	14857739	1
21759359	34371118	1
21759359	244212645	2
21759359	263473924	2
21759359	16068266	3
21759359	252398355	1
21759359	167518667	1
21759359	42670638	1
21759359	1536600704	1
21759359	63525003	1
21759359	36711022	1
21759359	222554961	3
21759359	14728168	10
21759359	454099919	1
21759359	20263710	1
21759359	216776631	3
21759359	16868756	1
21759359	69004966	1
21759359	738080573365702657	1
21759359	15808765	2
21759359	438561525	1
21759359	1480852568	1
21759359	18124790	1
21759359	231108733	1
21759359	498549828	1
21759359	731167584	1
21759359	1090556088	1
21759359	11640472	2
21759359	135515077	1
21759359	15515169	1
21759359	33750798	1
21759359	111141045	1
21759359	309282144	1
21759359	16180004	1
21759359	4099171	1
21759359	432676344	1
21759359	14230524	1
21759359	232235048	1
21759359	65691824	1
21759359	56561449	1
21759359	2962868158	1
21759359	1055907624	1
21759359	248564702	1
21759359	1060984272	1
21759359	1781551	1
21759359	22536055	1
21759359	14844867	1
21759359	16113700	1
21759359	21800063	1
21759359	300497193	1
21759359	18637396	1
21759359	1339835893	2
21759359	755113	1
21759359	16441088	1
331089300	331089300	46
331089300	15099539	1
171968009	171968009	988
171968009	452521774	1
171968009	325001316	1
171968009	1074518754	1
16516623	1621271	1
16516623	22952132	1
16516623	16516623	3
16516623	19080178	1
16516623	150078976	2
16516623	25110374	2
16516623	220086346	1
16516623	25053299	1
16516623	19407053	1
419694131	419694131	15
419694131	63525003	1
419694131	95431448	1
20448825	89297892	7
20448825	16726846	2
20448825	35573790	1
20448825	19286059	3
20448825	16893035	1
20448825	20448825	1
97257018	27493883	2
97257018	97257018	5
97257018	21233136	5
14943818	93017945	1
14943818	14140703	6
14943818	605824568	1
14943818	5986922	17
14943818	31838293	1
14943818	23258618	1
410519141	1880725393	1
410519141	1395803407	1
579077804	21542518	2
579077804	25073877	2
579077804	579077804	14
579077804	19394188	1
579077804	165586474	4
579077804	11740902	2
579077804	18170896	1
579077804	365822838	2
579077804	115485051	1
579077804	26257166	2
579077804	39682297	1
579077804	14955353	1
579077804	44397881	1
17827531	18915795	1
17827531	417631044	1
17827531	17827531	40
17827531	19828037	1
17827531	23908154	2
17827531	12889162	1
17827531	138141495	1
17827531	1132012321	1
17827531	15742985	1
17827531	14559887	3
17827531	469194846	1
17827531	60993405	1
17827531	17494010	1
17827531	25073877	2
17827531	13218102	1
17827531	16160352	2
17827531	91265665	1
17827531	544378056	1
17827531	2417586104	1
17827531	452521774	1
17827531	195840597	1
17827531	3273220608	1
17827531	37841185	1
17827531	263473924	1
17827531	12	1
17827531	18693720	1
17827531	57985423	1
17827531	950531	1
17827531	42153941	1
17827531	17044233	1
17827531	20182089	1
23856851	78523300	9
23856851	232901331	4
23856851	963480595	5
23856851	134240162	2
23856851	1249982359	1
23856851	17494010	3
23856851	150078976	4
23856851	104198706	1
23856851	2417586104	2
23856851	312149882	1
23856851	17525171	1
23856851	25073877	12
23856851	18176907	1
23856851	36711022	3
23856851	72198806	1
23856851	1339835893	19
23856851	970207298	3
23856851	23856851	4
23856851	2353605901	1
23856851	19877186	1
23856851	813286	8
23856851	942156122	2
23856851	930552552302792705	1
23856851	16056306	2
23856851	259001548	1
23856851	29501253	2
23856851	23176276	1
23856851	15864446	1
23856851	342863309	1
23856851	949934436	1
23856851	1965420800	1
23856851	4749863113	1
23856851	910492003359760384	2
23856851	65647594	1
23856851	325001316	1
23856851	18061669	2
23856851	704320143824953344	1
23856851	20076659	1
23856851	19362341	1
23856851	432895323	3
23856851	15764644	2
23856851	19726613	1
23856851	15808765	2
23856851	19400611	1
23856851	55369810	1
23856851	75785294	1
23856851	118845216	1
23856851	1055907624	1
23856851	234014087	2
23856851	50374439	1
23856851	522282462	1
23856851	24024778	1
23856851	19394188	2
23856851	2334193741	6
23856851	30354991	1
23856851	4091551984	1
23856851	2461810448	1
23856851	15954997	1
23856851	18916432	4
23856851	23283299	1
23856851	33276161	1
23856851	17976923	1
23856851	14728168	2
23856851	73303753	1
23856851	18228898	1
23856851	55338739	1
23856851	1058520120	1
23856851	4099171	1
23856851	25368960	1
23856851	216776631	1
23856851	12044602	1
23856851	19940085	1
23856851	90634314	1
23856851	2908170952	1
23856851	16377693	1
23856851	75069067	1
23856851	1051396218	2
23856851	172858784	1
23856851	85144671	3
23856851	15097615	1
23856851	19523456	2
23856851	20479813	1
23856851	240107748	1
23856851	28096105	1
23856851	6724252	1
23856851	18978610	1
23856851	64088396	1
23856851	179245596	3
23856851	20243128	1
23856851	15745368	5
23856851	130684893	1
23856851	16051808	1
23856851	19091173	1
23856851	216881337	1
23856851	46335511	1
23856851	91038197	1
23856851	22509548	1
23856851	409486555	1
23856851	15667802	1
23856851	60680268	1
23856851	18226567	1
16516851	16516851	5
3450865394	1038096516727099393	1
3450865394	226222147	1
3450865394	3450865394	1
297535301	19726613	1
297535301	2948211	1
297535301	1339835893	2
297535301	19985444	1
297535301	297535301	2
297535301	25073877	2
297535301	118845216	1
297535301	813286	1
297535301	247378337	1
297535301	110918004	1
297535301	529562997	1
297535301	56561449	1
297535301	18906561	1
297535301	26089178	1
297535301	20182089	2
297535301	11102352	1
297535301	15515169	1
297535301	179245596	1
297535301	409486555	1
297535301	26283896	1
17565514	17565514	37
25167692	25167692	80
25167692	15853073	3
25167692	14982804	4
25167692	25073877	3
25167692	15588104	1
25167692	342803375	1
25167692	106111147	1
25167692	216299334	1
25167692	14190948	1
25167692	79923701	4
25167692	813286	1
25167692	14535407	1
25167692	34487135	1
25167692	1249982359	1
46663515	46663515	46
46663515	216881337	2
46663515	233842454	6
46663515	33221250	1
46663515	19562228	1
46663515	9444062	12
46663515	287413569	1
46663515	18950712	1
46663515	88784440	1
46663515	47341545	1
19400611	434634299	1
19400611	16504112	5
19400611	771152516	1
19400611	15816098	1
19400611	19400611	31
19400611	30354991	1
19400611	245441097	1
19400611	24295482	2
19400611	49190063	1
175114195	175114195	524
175114195	3497941	6
175114195	9862752	1
175114195	783792992	1
175114195	121489431	1
175114195	19086859	1
175114195	7855062	1
175114195	43412697	7
175114195	241201438	1
175114195	104198706	1
175114195	153181367	1
175114195	541174362	1
175114195	248482567	4
175114195	216299334	1
175114195	20707070	1
175114195	14940354	1
175114195	16873455	1
175114195	4421977275	1
175114195	215207998	1
175114195	586749256	1
175114195	36712233	2
1242040290	1242040290	1
40372228	40372228	13
40372228	65664369	7
40372228	38473231	4
40372228	405004997	2
40372228	35637055	1
829733779010883584	25073877	252
829733779010883584	829733779010883584	28
829733779010883584	468646961	3
829733779010883584	15745368	2
829733779010883584	30970039	1
829733779010883584	78523300	1
829733779010883584	300642262	2
829733779010883584	232901331	1
829733779010883584	963480595	2
829733779010883584	29501253	1
829733779010883584	1079776144524754944	1
829733779010883584	33750798	1
829733779010883584	18382184	2
829733779010883584	19726613	1
829733779010883584	3223426134	1
829733779010883584	498459134	1
829733779010883584	432895323	1
829733779010883584	19877186	1
829733779010883584	394724132	1
829733779010883584	292929271	1
829733779010883584	18166778	3
829733779010883584	818948638890217473	1
829733779010883584	791830478600843264	1
829733779010883584	38124709	1
829733779010883584	935148134505828353	2
829733779010883584	186667011	1
829733779010883584	18277655	1
829733779010883584	786309892990574592	1
829733779010883584	15816098	1
829733779010883584	1216789842	3
829733779010883584	488679352	1
829733779010883584	25896141	1
829733779010883584	91882544	1
829733779010883584	2573480784	1
829733779010883584	25203361	1
171182107	158831815	1
171182107	171171584	3
171182107	31448660	1
171182107	22849425	1
171182107	113144952	2
171182107	16162149	1
4034136099	216065430	1
4034136099	9589252	1
4034136099	4034136099	1
4034136099	817076257770835968	1
18614316	18614316	5
